고객ID,년월,사용량(㎥),요금(원),납부상태
CUST000497,2024-06,15.22,17929,면제
CUST000497,2024-07,36.0,36627,납부
CUST000497,2024-08,40.11,43001,납부
CUST000497,2024-09,42.08,43730,납부
CUST000497,2024-10,20.4,20798,납부
CUST000497,2024-11,35.66,40664,납부
CUST000497,2024-12,29.52,30029,연체
CUST000498,2024-01,446.49,436961,납부
CUST000498,2024-02,418.16,427867,납부
CUST000498,2024-03,381.77,413041,납부
CUST000498,2024-04,538.1,563979,납부
CUST000498,2024-05,356.46,364776,납부
CUST000498,2024-06,790.97,855731,납부
CUST000498,2024-07,448.97,495393,납부
CUST000498,2024-08,427.42,481824,납부
CUST000498,2024-09,446.78,448347,납부
CUST000498,2024-10,652.6,633858,납부
CUST000498,2024-11,297.11,329083,납부
CUST000498,2024-12,434.94,514556,납부
CUST000499,2024-01,19.01,21716,연체
CUST000499,2024-02,41.69,47374,납부
CUST000499,2024-03,38.52,42579,납부
CUST000499,2024-04,32.87,35593,납부
CUST000499,2024-05,23.04,21789,면제
CUST000499,2024-06,44.96,52618,연체
CUST000499,2024-07,36.03,39504,납부
CUST000499,2024-08,39.07,45715,연체
CUST000499,2024-09,31.71,33802,납부
CUST000499,2024-10,30.99,36893,납부
CUST000499,2024-11,18.17,19819,납부
CUST000499,2024-12,43.17,46947,납부
CUST000500,2024-01,647.46,759171,납부
CUST000500,2024-02,295.08,277430,납부
CUST000500,2024-03,533.67,632689,납부
CUST000500,2024-04,587.56,610195,납부
CUST000500,2024-05,443.01,460683,납부
CUST000500,2024-06,337.17,341012,납부
CUST000500,2024-07,412.22,469418,납부
CUST000500,2024-08,338.84,340188,납부
CUST000500,2024-09,814.2,944188,납부
CUST000500,2024-10,661.28,651762,납부
CUST000500,2024-11,458.41,431376,납부
CUST000500,2024-12,515.75,496332,납부
CUST000501,2024-01,236.51,245693,납부
CUST000501,2024-02,206.23,222076,납부
CUST000501,2024-03,154.01,177403,납부
CUST000501,2024-04,45.36,48248,납부
CUST000501,2024-05,118.42,108876,납부
CUST000501,2024-06,163.56,178623,연체
CUST000501,2024-07,272.22,302732,납부
CUST000501,2024-08,230.01,209553,납부
CUST000501,2024-09,116.85,138240,납부
CUST000501,2024-10,97.16,114720,면제
CUST000501,2024-11,83.57,89258,연체
CUST000501,2024-12,133.88,139201,납부
CUST000502,2024-01,186.26,189257,납부
CUST000502,2024-02,136.85,159594,납부
CUST000502,2024-03,204.26,226873,납부
CUST000502,2024-04,239.47,262517,연체
CUST000502,2024-05,148.5,138583,납부
CUST000502,2024-06,170.16,164059,납부
CUST000502,2024-07,222.86,208552,납부
CUST000502,2024-08,254.42,259018,납부
CUST000502,2024-09,229.24,257384,납부
CUST000502,2024-10,187.64,195674,납부
CUST000502,2024-11,133.6,144261,납부
CUST000502,2024-12,118.97,114677,납부
CUST000503,2024-01,681.64,691933,납부
CUST000503,2024-02,304.0,334503,납부
CUST000503,2024-03,447.44,418289,납부
CUST000503,2024-04,775.66,755338,납부
CUST000503,2024-05,367.09,340679,납부
CUST000503,2024-06,711.86,786676,납부
CUST000503,2024-07,405.83,421057,연체
CUST000503,2024-08,431.7,412934,납부
CUST000503,2024-09,516.53,533054,납부
CUST000503,2024-10,555.66,637550,납부
CUST000503,2024-11,506.39,581851,면제
CUST000503,2024-12,662.93,696319,납부
CUST000504,2024-01,698.54,801154,납부
CUST000504,2024-02,577.23,646498,납부
CUST000504,2024-03,659.97,602175,납부
CUST000504,2024-04,650.04,744595,연체
CUST000504,2024-05,563.81,643472,납부
CUST000504,2024-06,282.04,306197,납부
CUST000504,2024-07,636.78,711190,납부
CUST000504,2024-08,612.07,629990,면제
CUST000504,2024-09,563.35,664897,연체
CUST000504,2024-10,718.02,821685,납부
CUST000504,2024-11,195.09,190262,납부
CUST000504,2024-12,548.24,588447,납부
CUST000505,2024-01,30.96,32759,납부
CUST000505,2024-02,37.11,34049,연체
CUST000505,2024-03,39.69,42955,납부
CUST000505,2024-04,17.55,18564,납부
CUST000505,2024-05,31.78,36132,납부
CUST000505,2024-06,13.82,13285,납부
CUST000505,2024-07,22.26,20871,납부
CUST000505,2024-08,46.46,44705,납부
CUST000505,2024-09,33.85,32787,납부
CUST000505,2024-10,28.27,33580,납부
CUST000505,2024-11,17.67,16487,납부
CUST000505,2024-12,39.73,46675,납부
CUST000506,2024-01,211.63,216825,납부
CUST000506,2024-02,221.41,216496,납부
CUST000506,2024-03,199.09,199990,납부
CUST000506,2024-04,142.22,137104,납부
CUST000506,2024-05,205.73,213678,납부
CUST000506,2024-06,181.53,212955,납부
CUST000506,2024-07,193.17,213858,연체
CUST000506,2024-08,200.11,223813,납부
CUST000506,2024-09,96.14,87413,연체
CUST000506,2024-10,77.49,71450,납부
CUST000506,2024-11,182.56,194610,납부
CUST000506,2024-12,171.8,170225,납부
CUST000507,2024-01,36.4,34548,납부
CUST000507,2024-02,27.51,28876,납부
CUST000507,2024-03,22.9,21605,납부
CUST000507,2024-04,36.1,37732,납부
CUST000507,2024-05,46.79,48108,연체
CUST000507,2024-06,22.71,22214,납부
CUST000507,2024-07,16.46,16850,납부
CUST000507,2024-08,36.9,35122,납부
CUST000507,2024-09,19.5,20182,납부
CUST000507,2024-10,26.3,24707,납부
CUST000507,2024-11,42.06,49731,납부
CUST000507,2024-12,38.61,36116,납부
CUST000508,2024-01,251.93,257237,납부
CUST000508,2024-02,176.76,195502,면제
CUST000508,2024-03,141.58,150886,납부
CUST000508,2024-04,168.58,164154,납부
CUST000508,2024-05,194.88,232193,납부
CUST000508,2024-06,80.16,84950,납부
CUST000508,2024-07,153.84,146235,납부
CUST000508,2024-08,190.38,228175,납부
CUST000508,2024-09,123.99,133807,납부
CUST000508,2024-10,134.3,151738,연체
CUST000508,2024-11,109.61,117460,납부
CUST000508,2024-12,155.84,165399,연체
CUST000509,2024-01,24.26,26425,납부
CUST000509,2024-02,37.74,38453,납부
CUST000509,2024-03,28.73,31493,납부
CUST000509,2024-04,35.87,40609,납부
CUST000509,2024-05,39.04,41562,납부
CUST000509,2024-06,19.76,17790,납부
CUST000509,2024-07,28.37,29262,납부
CUST000509,2024-08,33.34,31394,납부
CUST000509,2024-09,37.33,37250,납부
CUST000509,2024-10,30.94,33081,납부
CUST000509,2024-11,27.98,29297,납부
CUST000509,2024-12,36.79,41745,납부
CUST000510,2024-01,426.65,504017,납부
CUST000510,2024-02,449.12,407299,납부
CUST000510,2024-03,579.55,523720,납부
CUST000510,2024-04,881.43,845665,납부
CUST000510,2024-05,391.72,409078,납부
CUST000510,2024-06,426.74,511228,납부
CUST000510,2024-07,282.52,288905,납부
CUST000510,2024-08,551.8,622844,납부
CUST000510,2024-09,397.22,475325,납부
CUST000510,2024-10,701.84,631978,납부
CUST000510,2024-11,520.45,481786,납부
CUST000510,2024-12,562.98,660287,납부
CUST000511,2024-01,33.65,39314,납부
CUST000511,2024-02,26.13,31291,납부
CUST000511,2024-03,47.16,52389,납부
CUST000511,2024-04,34.24,40239,납부
CUST000511,2024-05,28.88,31813,납부
CUST000511,2024-06,26.28,30042,납부
CUST000511,2024-07,30.04,33585,납부
CUST000511,2024-08,27.44,30864,납부
CUST000511,2024-09,22.64,26571,납부
CUST000511,2024-10,43.57,43766,납부
CUST000511,2024-11,32.32,34735,납부
CUST000511,2024-12,20.88,20048,납부
CUST000512,2024-01,182.69,187882,면제
CUST000512,2024-02,165.93,181846,납부
CUST000512,2024-03,147.98,144580,납부
CUST000512,2024-04,174.47,187540,납부
CUST000512,2024-05,277.54,304529,납부
CUST000512,2024-06,140.75,165434,납부
CUST000512,2024-07,150.84,152365,납부
CUST000512,2024-08,276.44,320497,납부
CUST000512,2024-09,192.18,176171,납부
CUST000512,2024-10,164.46,185528,연체
CUST000512,2024-11,219.54,246875,연체
CUST000512,2024-12,211.45,202551,납부
CUST000513,2024-01,167.52,159347,납부
CUST000513,2024-02,182.94,178909,연체
CUST000513,2024-03,176.57,182541,연체
CUST000513,2024-04,160.65,166895,납부
CUST000513,2024-05,107.31,96850,납부
CUST000513,2024-06,129.14,150668,납부
CUST000513,2024-07,179.97,189662,납부
CUST000513,2024-08,159.4,158942,면제
CUST000513,2024-09,159.11,174727,납부
CUST000513,2024-10,132.94,135153,납부
CUST000513,2024-11,157.99,189286,납부
CUST000513,2024-12,111.8,118903,납부
CUST000514,2024-01,151.88,181581,연체
CUST000514,2024-02,98.67,98877,납부
CUST000514,2024-03,234.53,259468,납부
CUST000514,2024-04,174.03,157934,연체
CUST000514,2024-05,148.07,174116,납부
CUST000514,2024-06,115.26,105937,납부
CUST000514,2024-07,112.98,116042,납부
CUST000514,2024-08,157.07,179772,납부
CUST000514,2024-09,111.36,119860,납부
CUST000514,2024-10,225.62,244322,납부
CUST000514,2024-11,218.47,197435,납부
CUST000514,2024-12,225.15,268078,납부
CUST000515,2024-01,529.24,480823,납부
CUST000515,2024-02,572.12,638855,납부
CUST000515,2024-03,543.77,621573,납부
CUST000515,2024-04,356.93,347600,납부
CUST000515,2024-05,642.63,609545,납부
CUST000515,2024-06,420.04,400873,납부
CUST000515,2024-07,536.77,524793,납부
CUST000515,2024-08,665.48,759181,납부
CUST000515,2024-09,700.71,781115,납부
CUST000515,2024-10,630.41,599421,납부
CUST000515,2024-11,449.24,448715,납부
CUST000515,2024-12,648.59,664617,납부
CUST000516,2024-01,114.49,136412,연체
CUST000516,2024-02,155.6,183661,연체
CUST000516,2024-03,98.18,89823,납부
CUST000516,2024-04,179.79,179284,납부
CUST000516,2024-05,149.17,157728,납부
CUST000516,2024-06,156.37,149210,연체
CUST000516,2024-07,70.38,83089,납부
CUST000516,2024-08,160.33,167564,납부
CUST000516,2024-09,120.63,139867,면제
CUST000516,2024-10,171.11,183103,납부
CUST000516,2024-11,134.58,161208,납부
CUST000516,2024-12,194.32,199604,납부
CUST000517,2024-01,139.96,159379,납부
CUST000517,2024-02,203.35,231568,납부
CUST000517,2024-03,293.41,351067,연체
CUST000517,2024-04,213.44,247441,납부
CUST000517,2024-05,180.18,172869,납부
CUST000517,2024-06,220.26,254899,납부
CUST000517,2024-07,175.83,188453,연체
CUST000517,2024-08,165.58,169795,납부
CUST000517,2024-09,168.81,158713,납부
CUST000517,2024-10,155.56,167552,납부
CUST000517,2024-11,164.41,165385,납부
CUST000517,2024-12,233.34,274169,납부
CUST000518,2024-01,24.46,25569,납부
CUST000518,2024-02,20.85,20731,납부
CUST000518,2024-03,23.8,24927,연체
CUST000518,2024-04,26.45,24605,납부
CUST000518,2024-05,42.43,44196,연체
CUST000518,2024-06,38.79,39675,납부
CUST000518,2024-07,31.82,30447,납부
CUST000518,2024-08,47.31,43885,납부
CUST000518,2024-09,21.68,23616,연체
CUST000518,2024-10,32.39,32428,납부
CUST000518,2024-11,32.89,30641,납부
CUST000518,2024-12,35.92,39588,납부
CUST000519,2024-01,668.57,761782,납부
CUST000519,2024-02,797.66,887430,면제
CUST000519,2024-03,693.26,675119,납부
CUST000519,2024-04,426.93,503975,납부
CUST000519,2024-05,486.35,496345,납부
CUST000519,2024-06,274.15,262582,납부
CUST000519,2024-07,563.27,601914,납부
CUST000519,2024-08,160.54,170906,납부
CUST000519,2024-09,463.77,444987,납부
CUST000519,2024-10,523.25,514838,납부
CUST000519,2024-11,512.48,514526,면제
CUST000519,2024-12,191.14,192528,납부
CUST000520,2024-01,217.66,232842,납부
CUST000520,2024-02,249.72,261938,납부
CUST000520,2024-03,266.94,241078,연체
CUST000520,2024-04,216.56,202706,납부
CUST000520,2024-05,304.49,331424,납부
CUST000520,2024-06,151.83,160085,납부
CUST000520,2024-07,298.08,275537,납부
CUST000520,2024-08,224.91,244087,납부
CUST000520,2024-09,201.68,192554,납부
CUST000520,2024-10,237.47,252313,납부
CUST000520,2024-11,319.15,300809,납부
CUST000520,2024-12,280.48,332533,면제
CUST000521,2024-01,155.48,149699,납부
CUST000521,2024-02,156.93,162189,납부
CUST000521,2024-03,130.7,136438,납부
CUST000521,2024-04,175.25,181152,납부
CUST000521,2024-05,263.4,254335,납부
CUST000521,2024-06,64.08,62580,납부
CUST000521,2024-07,62.01,72530,납부
CUST000521,2024-08,204.86,187026,연체
CUST000521,2024-09,169.38,193236,납부
CUST000521,2024-10,130.78,143915,납부
CUST000521,2024-11,129.86,132128,납부
CUST000521,2024-12,169.15,187890,납부
CUST000522,2024-01,232.86,254252,납부
CUST000522,2024-02,170.03,165237,납부
CUST000522,2024-03,139.58,155009,납부
CUST000522,2024-04,98.46,109571,납부
CUST000522,2024-05,96.89,114650,납부
CUST000522,2024-06,215.01,232404,납부
CUST000522,2024-07,143.99,145161,납부
CUST000522,2024-08,189.36,188813,납부
CUST000522,2024-09,191.48,178086,납부
CUST000522,2024-10,156.36,181305,연체
CUST000522,2024-11,129.74,120875,납부
CUST000522,2024-12,150.61,141147,납부
CUST000523,2024-01,244.62,282003,납부
CUST000523,2024-02,248.43,238355,납부
CUST000523,2024-03,251.57,301108,연체
CUST000523,2024-04,237.26,250583,납부
CUST000523,2024-05,315.99,316177,납부
CUST000523,2024-06,258.32,239672,납부
CUST000523,2024-07,199.87,231531,납부
CUST000523,2024-08,169.14,178499,납부
CUST000523,2024-09,153.16,151745,납부
CUST000523,2024-10,235.16,253191,납부
CUST000523,2024-11,172.52,180248,납부
CUST000523,2024-12,179.82,199259,납부
CUST000524,2024-01,29.2,34733,납부
CUST000524,2024-02,30.44,30369,납부
CUST000524,2024-03,31.31,36595,납부
CUST000524,2024-04,23.19,25074,납부
CUST000524,2024-05,33.24,33526,납부
CUST000524,2024-06,31.26,31424,납부
CUST000524,2024-07,34.79,34002,납부
CUST000524,2024-08,25.55,30647,납부
CUST000524,2024-09,31.57,31913,납부
CUST000524,2024-10,29.75,34165,납부
CUST000524,2024-11,26.17,29050,납부
CUST000524,2024-12,16.71,16915,납부
CUST000525,2024-01,36.7,36218,납부
CUST000525,2024-02,18.93,19897,납부
CUST000525,2024-03,23.21,21282,납부
CUST000525,2024-04,25.19,27752,납부
CUST000525,2024-05,31.63,29170,납부
CUST000525,2024-06,30.39,34033,납부
CUST000525,2024-07,20.91,21909,납부
CUST000525,2024-08,26.9,28421,납부
CUST000525,2024-09,29.16,30263,납부
CUST000525,2024-10,45.89,46272,납부
CUST000525,2024-11,22.65,24573,납부
CUST000525,2024-12,35.75,39222,납부
CUST000526,2024-01,770.45,789495,납부
CUST000526,2024-02,380.31,425523,납부
CUST000526,2024-03,386.27,413229,납부
CUST000526,2024-04,508.39,539929,납부
CUST000526,2024-05,705.22,778405,납부
CUST000526,2024-06,671.29,642772,납부
CUST000526,2024-07,716.7,671886,납부
CUST000526,2024-08,424.3,452952,납부
CUST000526,2024-09,409.02,372410,납부
CUST000526,2024-10,268.12,248945,납부
CUST000526,2024-11,438.71,399303,납부
CUST000526,2024-12,592.98,685838,납부
CUST000527,2024-01,101.06,94179,납부
CUST000527,2024-02,133.62,159037,납부
CUST000527,2024-03,148.22,173322,납부
CUST000527,2024-04,163.16,152614,납부
CUST000527,2024-05,83.93,92441,납부
CUST000527,2024-06,103.4,110820,납부
CUST000527,2024-07,119.19,126406,납부
CUST000527,2024-08,196.59,223627,납부
CUST000527,2024-09,124.35,121703,납부
CUST000527,2024-10,122.26,130145,납부
CUST000527,2024-11,180.11,164455,납부
CUST000527,2024-12,165.02,177903,납부
CUST000528,2024-01,206.46,225785,납부
CUST000528,2024-02,158.98,158961,납부
CUST000528,2024-03,170.94,181970,납부
CUST000528,2024-04,230.43,264736,납부
CUST000528,2024-05,253.36,284440,납부
CUST000528,2024-06,166.88,153566,납부
CUST000528,2024-07,218.64,247530,납부
CUST000528,2024-08,208.19,221407,납부
CUST000528,2024-09,270.75,298527,연체
CUST000528,2024-10,259.32,261954,납부
CUST000528,2024-11,243.64,241946,납부
CUST000528,2024-12,223.07,222988,납부
CUST000529,2024-01,31.83,35108,납부
CUST000529,2024-02,24.94,27590,연체
CUST000529,2024-03,42.71,41816,면제
CUST000529,2024-04,6.92,6340,납부
CUST000529,2024-05,22.28,26188,납부
CUST000529,2024-06,16.24,19086,납부
CUST000529,2024-07,30.64,30441,납부
CUST000529,2024-08,40.5,41602,납부
CUST000529,2024-09,22.08,22096,납부
CUST000529,2024-10,24.69,25080,납부
CUST000529,2024-11,18.8,19136,납부
CUST000529,2024-12,28.75,27755,납부
CUST000530,2024-01,672.5,731078,면제
CUST000530,2024-02,433.07,507287,납부
CUST000530,2024-03,483.5,510878,납부
CUST000530,2024-04,425.2,399787,납부
CUST000530,2024-05,367.48,370715,납부
CUST000530,2024-06,339.29,374824,납부
CUST000530,2024-07,410.16,415605,납부
CUST000530,2024-08,662.07,780457,납부
CUST000530,2024-09,609.33,607074,납부
CUST000530,2024-10,620.27,704224,납부
CUST000530,2024-11,738.57,845748,납부
CUST000530,2024-12,533.76,608741,납부
CUST000531,2024-01,184.91,176766,납부
CUST000531,2024-02,107.22,114976,연체
CUST000531,2024-03,201.37,232185,연체
CUST000531,2024-04,150.92,170641,납부
CUST000531,2024-05,125.43,122014,납부
CUST000531,2024-06,109.42,103523,납부
CUST000531,2024-07,166.52,193599,납부
CUST000531,2024-08,180.41,183962,납부
CUST000531,2024-09,115.25,123312,납부
CUST000531,2024-10,139.74,127712,납부
CUST000531,2024-11,183.97,192374,면제
CUST000531,2024-12,173.29,203479,납부
CUST000532,2024-01,173.94,205472,납부
CUST000532,2024-02,227.77,272839,연체
CUST000532,2024-03,144.47,136491,납부
CUST000532,2024-04,164.57,186925,납부
CUST000532,2024-05,170.45,159004,납부
CUST000532,2024-06,216.04,254786,납부
CUST000532,2024-07,54.53,59657,연체
CUST000532,2024-08,149.72,142690,납부
CUST000532,2024-09,149.46,158749,연체
CUST000532,2024-10,94.91,97161,납부
CUST000532,2024-11,134.7,148475,납부
CUST000532,2024-12,183.0,182848,납부
CUST000533,2024-01,164.64,161333,면제
CUST000533,2024-02,506.81,532482,연체
CUST000533,2024-03,586.5,596432,납부
CUST000533,2024-04,582.51,627946,납부
CUST000533,2024-05,312.39,357851,납부
CUST000533,2024-06,555.63,636287,납부
CUST000533,2024-07,529.9,553715,연체
CUST000533,2024-08,384.54,380309,납부
CUST000533,2024-09,329.58,352763,납부
CUST000533,2024-10,658.95,675565,면제
CUST000533,2024-11,456.36,469648,납부
CUST000533,2024-12,352.06,359863,납부
CUST000534,2024-01,483.06,484416,납부
CUST000534,2024-02,590.31,569633,납부
CUST000534,2024-03,463.21,444357,납부
CUST000534,2024-04,461.21,501418,납부
CUST000534,2024-05,709.31,674136,납부
CUST000534,2024-06,322.17,305546,납부
CUST000534,2024-07,884.83,944906,납부
CUST000534,2024-08,462.69,474952,연체
CUST000534,2024-09,536.64,575114,납부
CUST000534,2024-10,650.28,624321,납부
CUST000534,2024-11,762.8,791948,납부
CUST000534,2024-12,486.59,502067,납부
CUST000535,2024-01,23.89,24963,납부
CUST000535,2024-02,34.6,33507,납부
CUST000535,2024-03,24.23,26081,납부
CUST000535,2024-04,30.82,30782,납부
CUST000535,2024-05,29.53,35404,납부
CUST000535,2024-06,36.99,41157,납부
CUST000535,2024-07,23.93,28235,납부
CUST000535,2024-08,26.37,30936,납부
CUST000535,2024-09,26.54,28641,납부
CUST000535,2024-10,23.65,24017,연체
CUST000535,2024-11,37.24,41732,납부
CUST000535,2024-12,20.44,18558,납부
CUST000536,2024-01,144.83,133557,납부
CUST000536,2024-02,248.27,265088,납부
CUST000536,2024-03,173.05,163251,납부
CUST000536,2024-04,283.21,293440,납부
CUST000536,2024-05,113.44,107915,납부
CUST000536,2024-06,180.94,194055,납부
CUST000536,2024-07,379.63,368938,납부
CUST000536,2024-08,171.47,169367,납부
CUST000536,2024-09,121.7,123899,납부
CUST000536,2024-10,200.13,197293,면제
CUST000536,2024-11,212.42,202295,납부
CUST000536,2024-12,162.95,191348,납부
CUST000537,2024-01,125.31,118044,납부
CUST000537,2024-02,181.94,182392,납부
CUST000537,2024-03,94.18,104824,납부
CUST000537,2024-04,70.19,63565,납부
CUST000537,2024-05,118.89,111775,납부
CUST000537,2024-06,146.34,142016,연체
CUST000537,2024-07,163.36,178085,납부
CUST000537,2024-08,148.56,134455,납부
CUST000537,2024-09,176.22,189414,납부
CUST000537,2024-10,97.92,90152,납부
CUST000537,2024-11,201.6,197148,납부
CUST000537,2024-12,162.89,152399,납부
CUST000538,2024-01,261.66,260682,납부
CUST000538,2024-02,229.64,253372,납부
CUST000538,2024-03,201.57,220609,납부
CUST000538,2024-04,263.89,273344,납부
CUST000538,2024-05,201.23,203238,납부
CUST000538,2024-06,201.44,222119,납부
CUST000538,2024-07,151.09,163084,납부
CUST000538,2024-08,191.0,207951,납부
CUST000538,2024-09,121.37,112925,납부
CUST000538,2024-10,196.89,204679,납부
CUST000538,2024-11,172.55,173075,납부
CUST000538,2024-12,305.26,346589,면제
CUST000539,2024-01,184.23,170635,납부
CUST000539,2024-02,139.23,144740,납부
CUST000539,2024-03,100.29,116333,납부
CUST000539,2024-04,168.86,197774,납부
CUST000539,2024-05,95.85,100789,납부
CUST000539,2024-06,230.41,223066,납부
CUST000539,2024-07,158.92,154163,납부
CUST000539,2024-08,234.72,243605,납부
CUST000539,2024-09,215.42,251346,납부
CUST000539,2024-10,178.16,178651,납부
CUST000539,2024-11,126.12,143880,납부
CUST000539,2024-12,140.97,144518,납부
CUST000540,2024-01,133.67,145236,납부
CUST000540,2024-02,176.38,170651,납부
CUST000540,2024-03,99.3,89737,납부
CUST000540,2024-04,161.18,160230,납부
CUST000540,2024-05,160.88,158714,납부
CUST000540,2024-06,141.65,136751,납부
CUST000540,2024-07,140.75,162970,납부
CUST000540,2024-08,130.8,152068,납부
CUST000540,2024-09,81.19,90643,면제
CUST000540,2024-10,138.72,158781,납부
CUST000540,2024-11,107.25,109413,납부
CUST000540,2024-12,101.17,114463,납부
CUST000541,2024-01,223.36,239336,납부
CUST000541,2024-02,136.84,158142,납부
CUST000541,2024-03,133.36,132931,납부
CUST000541,2024-04,88.54,90007,납부
CUST000541,2024-05,182.9,202937,납부
CUST000541,2024-06,236.09,243305,납부
CUST000541,2024-07,249.81,226495,납부
CUST000541,2024-08,252.99,297691,연체
CUST000541,2024-09,22.7,25961,납부
CUST000541,2024-10,362.48,397314,납부
CUST000541,2024-11,277.36,319590,납부
CUST000541,2024-12,326.45,380004,연체
CUST000542,2024-01,343.31,373891,연체
CUST000542,2024-02,460.31,424630,납부
CUST000542,2024-03,674.82,728940,연체
CUST000542,2024-04,672.69,621744,납부
CUST000542,2024-05,501.52,492446,납부
CUST000542,2024-06,668.62,781163,납부
CUST000542,2024-07,399.03,393700,연체
CUST000542,2024-08,635.52,689191,납부
CUST000542,2024-09,794.69,767326,납부
CUST000542,2024-10,538.31,491285,납부
CUST000542,2024-11,367.04,354801,연체
CUST000542,2024-12,565.97,623864,납부
CUST000543,2024-01,24.41,26180,납부
CUST000543,2024-02,19.82,20700,납부
CUST000543,2024-03,21.28,19834,면제
CUST000543,2024-04,29.48,35199,납부
CUST000543,2024-05,35.54,33232,납부
CUST000543,2024-06,40.28,40038,납부
CUST000543,2024-07,36.82,41861,연체
CUST000543,2024-08,31.29,36524,납부
CUST000543,2024-09,20.0,21436,납부
CUST000543,2024-10,24.14,24524,납부
CUST000543,2024-11,30.71,31850,납부
CUST000543,2024-12,34.74,31519,납부
CUST000544,2024-01,171.47,175727,연체
CUST000544,2024-02,181.98,182971,납부
CUST000544,2024-03,99.17,97731,연체
CUST000544,2024-04,171.63,163911,납부
CUST000544,2024-05,109.54,127988,납부
CUST000544,2024-06,147.98,160551,납부
CUST000544,2024-07,167.18,169942,면제
CUST000544,2024-08,208.22,191535,납부
CUST000544,2024-09,94.04,88758,납부
CUST000544,2024-10,105.7,106865,납부
CUST000544,2024-11,167.71,183469,납부
CUST000544,2024-12,176.3,197725,납부
CUST000545,2024-01,313.4,345931,면제
CUST000545,2024-02,358.99,385667,연체
CUST000545,2024-03,555.36,655440,납부
CUST000545,2024-04,649.42,631346,납부
CUST000545,2024-05,632.16,582664,납부
CUST000545,2024-06,518.15,586001,납부
CUST000545,2024-07,454.84,446723,납부
CUST000545,2024-08,370.71,355735,납부
CUST000545,2024-09,735.26,816782,납부
CUST000545,2024-10,638.63,757329,연체
CUST000545,2024-11,482.67,561505,납부
CUST000545,2024-12,571.32,572461,납부
CUST000546,2024-01,113.48,112134,납부
CUST000546,2024-02,168.34,185846,연체
CUST000546,2024-03,226.69,225104,납부
CUST000546,2024-04,191.72,197723,연체
CUST000546,2024-05,118.86,122403,납부
CUST000546,2024-06,44.46,52730,납부
CUST000546,2024-07,233.8,273226,납부
CUST000546,2024-08,139.84,130422,납부
CUST000546,2024-09,51.52,49255,납부
CUST000546,2024-10,210.13,232454,면제
CUST000546,2024-11,160.74,185249,납부
CUST000546,2024-12,174.57,189713,납부
CUST000547,2024-01,30.97,35201,연체
CUST000547,2024-02,40.16,38750,납부
CUST000547,2024-03,35.41,32915,납부
CUST000547,2024-04,26.7,29798,납부
CUST000547,2024-05,31.75,36524,납부
CUST000547,2024-06,19.24,22167,납부
CUST000547,2024-07,46.61,42513,납부
CUST000547,2024-08,38.96,38146,납부
CUST000547,2024-09,15.61,17460,납부
CUST000547,2024-10,19.06,22369,납부
CUST000547,2024-11,30.5,27457,납부
CUST000547,2024-12,23.68,24903,납부
CUST000548,2024-01,89.77,92400,납부
CUST000548,2024-02,83.76,77479,납부
CUST000548,2024-03,168.71,165729,납부
CUST000548,2024-04,126.52,122796,납부
CUST000548,2024-05,96.49,110015,납부
CUST000548,2024-06,100.27,96059,납부
CUST000548,2024-07,202.54,240843,납부
CUST000548,2024-08,173.14,177313,납부
CUST000548,2024-09,97.58,90003,납부
CUST000548,2024-10,194.86,184620,납부
CUST000548,2024-11,181.0,183407,납부
CUST000548,2024-12,171.87,168073,납부
CUST000549,2024-01,21.69,23011,납부
CUST000549,2024-02,43.67,41460,납부
CUST000549,2024-03,42.05,46558,납부
CUST000549,2024-04,27.62,28910,납부
CUST000549,2024-05,30.15,35646,납부
CUST000549,2024-06,16.21,16652,납부
CUST000549,2024-07,32.03,33568,납부
CUST000549,2024-08,20.56,24195,납부
CUST000549,2024-09,51.57,54578,납부
CUST000549,2024-10,41.66,41711,연체
CUST000549,2024-11,43.29,47484,납부
CUST000549,2024-12,7.02,7966,납부
CUST000550,2024-01,40.62,47215,납부
CUST000550,2024-02,36.14,41323,납부
CUST000550,2024-03,23.44,21236,납부
CUST000550,2024-04,32.65,32511,납부
CUST000550,2024-05,16.9,18941,납부
CUST000550,2024-06,39.32,37944,납부
CUST000550,2024-07,21.33,25555,납부
CUST000550,2024-08,27.24,30410,납부
CUST000550,2024-09,27.5,32183,납부
CUST000550,2024-10,38.41,34673,납부
CUST000550,2024-11,20.63,20025,납부
CUST000550,2024-12,30.61,27887,납부
CUST000551,2024-01,237.13,216081,납부
CUST000551,2024-02,164.04,147788,납부
CUST000551,2024-03,189.78,178006,납부
CUST000551,2024-04,149.97,165083,납부
CUST000551,2024-05,191.38,177536,납부
CUST000551,2024-06,150.4,152398,납부
CUST000551,2024-07,201.46,210912,연체
CUST000551,2024-08,132.6,129935,납부
CUST000551,2024-09,161.1,159066,납부
CUST000551,2024-10,77.12,92423,연체
CUST000551,2024-11,186.92,220691,납부
CUST000551,2024-12,162.73,171781,연체
CUST000552,2024-01,103.46,104498,납부
CUST000552,2024-02,158.46,187074,납부
CUST000552,2024-03,165.61,164443,납부
CUST000552,2024-04,172.74,165587,납부
CUST000552,2024-05,170.22,195349,납부
CUST000552,2024-06,205.3,230943,납부
CUST000552,2024-07,49.48,52789,납부
CUST000552,2024-08,218.52,220347,납부
CUST000552,2024-09,229.18,241383,연체
CUST000552,2024-10,244.64,288765,납부
